CID CIDint IDSURVEY TYPE FIELD CUTFLAG_SNANA zCMB zCMBERR zHD zHDERR VPEC VPEC_ERR HOST_LOGMASS HOST_LOGMASS_ERR SNRMAX1 SNRMAX2 SNRMAX3 PKMJD PKMJDERR x1 x1ERR c cERR mB mBERR x0 x0ERR COV_x1_c COV_x1_x0 COV_c_x0 NDOF FITCHI2 FITPROB RA DECL TGAPMAX TrestMIN TrestMAX MWEBV MU MUMODEL MUERR MUERR_RAW MURES MUPULL ERRCODE biasCor_mu biasCorErr_mu biasCor_mB biasCor_x1 biasCor_c biasScale_muCOV IDSAMPLE
15443 15443 1 120 82S 1 0.18123 1E-05 0.18122 1E-05 -0.783243 0 10.339 0.061 47.1928 32.8813 20.8494 54041.285 0.171 1.5669 0.1837 -0.0312788 0.0240459 19.9559 0.0402667 0.000186921 6.93235E-06 0.000648587 -2.81578E-07 -1.15252E-07 61 61.2726 0.4661 49.867435 -0.31803 5.0732 -14.215 22.9105 0.056846 39.5896 39.718 0.104 0.0732 -0.151 -1.457 0 0.085 0.004 0.011 0.439 -0.001 0.626 2
15456 15456 1 120 82N 1 0.38048 0.0005 0.38003 0.0005 -134.573 0 10.923 0.091 8.5323 8.5086 5.8888 54030.344 0.875 -1.12515 0.8309 -0.0886093 0.0612076 21.7477 0.0695878 3.5885E-05 2.29997E-06 0.0148821 -9.52171E-07 -4.15777E-08 52 49.4006 0.6151 331.867249 -0.903413 6.5062 -13.815 23.7354 0.074218 41.3681 41.5535 0.1432 0.2361 -0.187 -1.307 0 -0.112 0.021 -0.068 -0.953 -0.028 0.303 2
15461 15461 1 120 82N 1 0.18481 3E-05 0.1846 3E-05 -63.823 0 10.516 0.075 31.9135 23.5738 16.1571 54037.016 0.179 -0.178579 0.2127 -0.103158 0.0264978 20.123 0.0445195 0.000160249 6.57083E-06 0.0010479 -4.19209E-07 -1.17346E-07 44 28.9587 0.9609 326.847473 -0.494677 5.8948 -9.93219 22.0181 0.059942 39.7314 39.7626 0.1037 0.0817 -0.049 -0.474 0 0.102 0.003 -0.026 -0.067 -0.038 0.579 2
15467 15467 1 120 82N 1 0.20847 3E-05 0.20824 3E-05 -68.328 0 10.43 0.044 25.8236 20.4533 11.874 54038.898 0.198 0.8061 0.2667 -0.062126 0.0350037 20.3439 0.047671 0.000130753 5.74093E-06 0.0023723 -7.25921E-07 -1.42179E-07 32 25.8883 0.7685 320.019928 -0.177441 7.4329 -11.3108 20.0159 0.048504 40.0134 40.0543 0.1185 0.1065 -0.047 -0.397 0 0.044 0.002 -0.007 0.038 -0.012 0.603 2
15583 15583 1 120 82S 1 0.17706 0.005 0.17746 0.005 119.588 0 9.434 0.118 30.1359 20.4504 14.8326 54041.012 0.191 -0.285164 0.2104 0.0290544 0.0296529 20.4727 0.0355502 0.000116129 3.80239E-06 0.00132119 -3.16641E-07 -7.88609E-08 52 58.089 0.2611 37.731079 0.946299 5.9655 -14.0598 23.1888 0.019178 39.6945 39.6676 0.1277 0.1134 0.004 0.03 0 -0.069 0.004 0.009 -0.045 0.019 0.658 2
15776 15776 1 120 82N 1 0.31582 6E-05 0.31555 6E-05 -81.2057 0 11.211 0.101 12.5493 9.4449 5.7579 54033.855 0.51 -2.19951 0.6001 -0.139803 0.0520551 21.5861 0.0554376 4.16454E-05 2.12641E-06 0.00784169 -7.05805E-07 -3.66013E-08 48 47.264 0.5029 32.829441 -0.998258 5.3331 -9.44112 22.3734 0.025198 41.0511 41.0823 0.1476 0.1969 -0.066 -0.446 0 0.065 0.017 -0.065 -0.911 -0.074 0.43 2
15868 15868 1 120 82S 1 0.24973 2E-05 0.24954 2E-05 -57.8207 0 10.387 0.094 26.4501 17.4638 10.8789 54044.348 0.224 0.3198 0.2689 -0.148732 0.0364385 20.7506 0.0409799 8.98973E-05 3.39307E-06 0.00189363 -4.46494E-07 -7.91834E-08 38 26.1669 0.9268 38.099796 -0.713578 5.6218 -12.7177 19.1765 0.024424 40.4897 40.4976 0.121 0.1192 -0.005 -0.039 0 0.218 0.004 -0.037 -0.113 -0.074 0.56 2
15901 15901 1 120 82N 1 0.20368 0.00018 0.20324 0.00018 -132.397 0 9.969 0.085 26.4567 18.066 13.6929 54045.504 0.211 0.0538554 0.2599 -0.0543689 0.0338619 20.5114 0.0412354 0.000112053 4.25567E-06 0.0019673 -4.9242E-07 -1.06437E-07 29 32.0144 0.3192 31.976303 -0.535389 5.8298 -13.3457 14.7886 0.027434 40.0062 39.9953 0.1177 0.1039 0.005 0.041 0 0.018 0.002 -0.01 -0.058 -0.01 0.61 2
16021 16021 1 120 82S 1 0.12336 2E-05 0.12347 2E-05 32.7288 0 10.135 0.06 60.3108 51.6928 28.5521 54049.117 0.115 -0.343746 0.129 -0.0324002 0.0239611 19.3601 0.0320603 0.000323565 9.55442E-06 0.000805862 -4.23487E-07 -1.82618E-07 37 36.2566 0.5037 13.843731 -0.388811 6.2488 -12.2231 17.0235 0.022016 38.7792 38.8066 0.1003 0.0673 -0.02 -0.202 0 0.004 0.003 -0.003 -0.019 -0.003 0.611 2
16032 16032 1 120 82S 1 0.20318 0.0005 0.20314 0.0005 -11.2564 0 5 10 25.2179 17.4724 10.7966 54046.395 0.073 -0.743529 0.2226 -0.101769 0.0353176 20.5202 0.0478437 0.000111158 4.89824E-06 0.00157893 -3.82708E-07 -1.20145E-07 42 24.4881 0.9858 44.069218 -0.410771 4.9801 -14.8983 18.2335 0.05633 39.9859 39.9941 0.1168 0.1069 -0.014 -0.121 0 0.097 0.003 -0.026 -0.111 -0.038 0.584 2
16073 16073 1 120 82N+82S 1 0.15339 1E-05 0.15352 1E-05 37.9623 0 9.751 0.087 43.4167 35.0055 20.4534 54051.52 0.165 0.7404 0.1926 -0.017376 0.0229852 19.9887 0.0297766 0.000181345 4.97344E-06 0.000864983 -3.09963E-07 -8.87433E-08 73 81.4947 0.232 8.107763 -1.054001 5.2536 -13.9983 14.4854 0.01763 39.4865 39.3211 0.1035 0.0698 0.16 1.544 0 -0.014 0.002 0.001 0.003 0.004 0.638 2
16093 16093 1 120 82N 1 0.33439 3E-05 0.33398 3E-05 -123.099 0 10.215 0.123 7.775 7.1293 6.4217 54045.059 0.402 1.0239 0.6803 -0.0621165 0.0576395 21.6029 0.0743007 4.10053E-05 2.80614E-06 0.0120167 -1.38628E-06 -6.04691E-08 41 39.1825 0.5516 350.362457 1.132483 6.7335 -14.7885 13.578 0.037926 41.2882 41.2254 0.1543 0.2196 0.05 0.323 0 0.062 0.005 0.004 0.216 -0.007 0.396 2
16099 16099 1 120 82N+82S 1 0.1958 3E-05 0.19582 3E-05 5.1628 0 10.656 0.088 26.4612 23.0754 16.1596 54054.449 0.39 2.0426 0.4288 0.0262757 0.0270735 20.4453 0.0361189 0.000119092 3.96182E-06 0.00404952 -8.42402E-07 -8.13467E-08 68 65.395 0.5671 26.420935 -1.054386 5.065 -14.317 11.5691 0.028294 39.9113 39.9051 0.1144 0.0909 -0.012 -0.103 0 0.115 0.013 0.043 0.973 0.022 0.649 2
16106 16106 1 120 82S 1 0.24973 0.0005 0.24943 0.0005 -88.5004 0 11.035 0.108 13.0388 12.1546 9.2973 54045.473 0.329 -0.553792 0.3938 -0.142466 0.0480208 20.7974 0.0658458 8.61037E-05 5.22186E-06 0.00592148 -1.05494E-06 -1.53311E-07 37 50.2149 0.0722167 332.089355 -1.148781 5.5884 -13.8242 18.1263 0.081012 40.4031 40.4965 0.1396 0.1512 -0.09 -0.646 0 0.191 0.005 -0.036 -0.221 -0.071 0.561 2
16116 16116 1 120 82S 1 0.15509 2E-05 0.1549 2E-05 -56.3428 0 9.52 0.081 43.4205 37.4258 17.2079 54053.332 0.252 0.5283 0.3056 -0.100477 0.0249588 19.714 0.0326997 0.00023357 7.03456E-06 0.00257132 -8.11213E-07 -1.2985E-07 30 29.061 0.5144 355.302002 -1.105807 6.0798 -13.9261 7.6943 0.027004 39.3715 39.3424 0.1005 0.0763 0.023 0.233 0 0.1 0.002 -0.025 -0.019 -0.035 0.57 2
16165 16165 1 120 82N 1 0.15596 0.005 0.15625 0.005 86.0678 0 5 10 41.7453 32.8872 22.1297 54052.887 0.198 0.3423 0.2283 -0.0274399 0.0246135 19.8856 0.0328464 0.000199412 6.03276E-06 0.00141753 -5.20219E-07 -1.1416E-07 32 37.4454 0.2334 30.733135 -0.533872 6.0704 -14.3049 9.0144 0.023478 39.3483 39.3631 0.1204 0.1051 -0.02 -0.169 0 -0.004 0.002 -0.002 -0.015 0 0.631 2
16206 16206 1 120 82N 1 0.15837 3E-05 0.15819 3E-05 -55.1331 0 10.927 0.078 31.92 25.2311 16.1746 54057.023 0.26 -2.66733 0.5899 -0.0188555 0.0322064 20.1303 0.0380098 0.000159181 5.57267E-06 0.00890348 -1.52951E-06 -1.37033E-07 24 26.9916 0.3563 5.78819 -0.053633 3.4525 -7.55834 5.3656 0.02451 39.1737 39.3925 0.1192 0.102 -0.171 -1.433 0 -0.033 0.009 -0.004 -0.103 0.004 0.637 2
16211 16211 1 120 82N 1 0.30938 5E-05 0.309 5E-05 -113.866 0 11.528 0.093 6.0095 5.7366 4.0326 54041.488 0.611 -1.94323 0.6641 0.0106081 0.0775227 21.8715 0.089101 3.20191E-05 2.62765E-06 0.0105497 -1.08881E-06 -8.34273E-08 43 21.8388 0.997 348.164093 0.266932 6.8591 -12.3535 16.5577 0.03956 41.1745 41.0296 0.1988 0.2817 0.11 0.555 0 -0.288 0.018 -0.038 -0.795 0.034 0.433 2
16213 16213 1 120 82N 1 0.24857 0.005 0.24828 0.005 -84.9809 0 5 10 20.8455 16.9269 11.0146 54053.586 0.43 0.2911 0.4423 -0.0960483 0.038346 20.8631 0.0404278 8.10521E-05 3.018E-06 0.00419323 -6.16997E-07 -7.48274E-08 26 13.932 0.9739 8.971051 0.258405 5.6188 -13.85 7.7344 0.0215 40.4691 40.4851 0.1339 0.1393 -0.013 -0.096 0 0.098 0.003 -0.019 -0.093 -0.036 0.573 2
16281 16281 1 120 82S 1 0.18507 6E-05 0.18484 6E-05 -67.659 0 10.394 0.109 33.9137 20.0847 15.9319 54055.434 0.3 -0.814344 0.5218 -0.0739796 0.0306741 20.2139 0.0378437 0.000147386 5.1372E-06 0.00575504 -1.16464E-06 -1.09909E-07 24 19.592 0.7197 352.942139 -0.668052 5.926 -12.8133 5.7219 0.027262 39.6661 39.7657 0.1172 0.1058 -0.118 -1.003 0 0.051 0.003 -0.017 -0.085 -0.022 0.595 2
17168 17168 1 120 82S 1 0.18376 1E-05 0.18353 1E-05 -66.9405 0 9.757 0.08 29.3242 23.5752 15.6933 54356.965 0.299 0.5368 0.3151 -0.0363058 0.0312193 20.349 0.0436519 0.000130136 5.23211E-06 0.00110219 -6.83639E-07 -1.03948E-07 39 25.7078 0.9498 339.723816 -1.167083 9.3306 -7.34652 43.2123 0.04128 39.8675 39.7485 0.1218 0.1092 0.096 0.788 0 0.004 0.002 -0.004 -0.012 -0.002 0.622 2
17215 17215 1 120 82N 1 0.18079 4E-05 0.18212 4E-05 398.2675 0 11.331 0.068 22.1218 21.6803 13.0279 54350.992 0.69 0.3009 0.4177 0.0211814 0.0391465 20.355 0.0668092 0.000129423 7.96384E-06 0.0010549 -5.4427E-07 -2.12316E-07 32 26.5044 0.781 54.92638 1.092299 13.5602 -2.13273 44.3575 0.090644 39.7406 39.73 0.137 0.1299 -0.012 -0.091 0 -0.059 0.003 0.007 -0.02 0.017 0.652 2
17218 17218 1 120 82N 1 0.17696 1E-05 0.17675 1E-05 -64.29 0 10.158 0.065 27.1283 23.0817 12.4402 54349.52 0.54 -0.789031 0.4126 -0.0798352 0.0308302 20.1683 0.0396248 0.000153697 5.60931E-06 0.000978138 -5.97089E-07 -1.04997E-07 34 26.5478 0.8152 356.171814 -0.030055 8.4464 -2.74473 37.1567 0.028982 39.6347 39.658 0.1227 0.1167 -0.046 -0.377 0 0.063 0.003 -0.019 -0.075 -0.025 0.59 2
17220 17220 1 120 82N 1 0.17768 3E-05 0.17748 3E-05 -60.2831 0 10.863 0.109 26.4595 25.2345 16.413 54357.031 0.287 1.8576 0.288 0.1353 0.0299749 20.2853 0.0383655 0.000137995 4.87619E-06 0.000805203 -6.52695E-07 -1.04962E-07 51 71.6395 0.0367722 9.701524 -0.179249 13.5871 -9.08454 41.7584 0.015222 39.4332 39.6679 0.1247 0.1026 -0.258 -2.067 0 0.002 0.025 0.063 0.813 0.051 0.692 2
17240 17240 1 118 82S 1 0.07153 2E-05 0.0718 2E-05 83.4173 0 10.92 0.072 63.8608 45.2274 37.4299 54337.469 0.293 -1.45432 0.3263 -0.115935 0.0511617 17.9231 0.0971393 0.00121548 0.000108747 0.0089332 -2.85991E-05 -4.80052E-06 9 4.5818 0.9173 8.640957 -1.217578 15.8362 18.4943 44.6391 0.0215 37.3474 37.5539 0.1188 0.12 -0.165 -1.386 0 0.134 0.009 -0.023 -0.013 -0.043 0.536 2
17366 17366 1 120 82N 1 0.13811 1E-05 0.13796 1E-05 -43.5668 0 10.969 0.056 45.2282 43.4213 26.4584 54351.473 0.248 0.5697 0.1693 -0.0839048 0.0247182 19.332 0.0474779 0.000332044 1.45199E-05 0.000153082 -3.58621E-07 -2.59901E-07 43 33.7977 0.8414 315.787292 -1.029184 8.8117 -4.65271 39.1897 0.068714 39.0141 39.0678 0.0994 0.0738 -0.132 -1.324 0 0.075 0.002 -0.019 -0.013 -0.026 0.569 2
17389 17389 1 120 82N 1 0.1696 1E-05 0.16941 1E-05 -57.1111 0 9.891 0.077 24.1012 19.7136 13.037 54352.984 0.198 1.1286 0.3813 0.0661471 0.0326502 20.532 0.0449555 0.000109954 4.55271E-06 0.00115186 -7.00898E-07 -1.01446E-07 52 43.9137 0.8086 323.294861 -0.96015 8.5771 -5.80149 42.8323 0.039818 39.8242 39.5562 0.1329 0.1173 0.316 2.378 0 -0.056 0.004 0.022 0.147 0.027 0.688 2
17464 17464 1 120 82S 1 0.24555 0.005 0.24527 0.005 -85.2006 0 9.285 0.142 23.0645 21.2523 15.4627 54358.609 0.309 0.1013 0.4483 0.0555174 0.0400518 20.8278 0.0411442 8.37304E-05 3.17298E-06 -0.000397523 -3.59995E-07 -7.89813E-08 31 16.2918 0.9904 6.640777 0.041985 13.6265 -1.04939 43.8208 0.02021 40.0796 40.455 0.1493 0.1596 -0.369 -2.474 0 -0.137 0.005 0.011 -0.062 0.037 0.596 2
17497 17497 1 120 82N+82S 1 0.14387 2E-05 0.14406 2E-05 56.5604 0 10.428 0.052 57.1315 41.744 25.8233 54364.738 0.123 0.9123 0.1262 0.0441182 0.0221408 19.7913 0.0318578 0.000217506 6.38208E-06 0.000131243 -1.5926E-07 -1.05036E-07 89 99.3163 0.2134 37.13657 -1.042117 13.9968 -14.2494 44.2119 0.030444 39.1774 39.1701 0.1056 0.0674 -0.071 -0.669 0 -0.048 0.003 0.014 0.055 0.019 0.677 2
17552 17552 1 120 82N 1 0.25191 4E-05 0.25163 4E-05 -83.9136 0 10.693 0.104 14.2438 12.8791 10.6946 54357.387 0.517 1.3268 0.4237 0.00186022 0.0427981 21.0573 0.0490643 6.7774E-05 3.0627E-06 0.000517615 -4.768E-07 -7.45631E-08 44 40.6621 0.6155 322.320557 -1.003178 8.0102 -8.93273 43.6819 0.04558 40.6054 40.5182 0.1468 0.158 0.09 0.616 0 0.011 0.004 0.024 0.391 0.02 0.584 2
17784 17784 1 120 82S 1 0.03652 1E-05 0.03743 1E-05 274.0443 0 9.237 0.05 180.9554 120.6333 35.0175 54367.043 0.075 -0.726704 0.0780983 0.073855 0.0267159 17.1336 0.0637071 0.00251518 0.000147581 6.66188E-05 -1.69826E-06 -2.93502E-06 36 52.0524 0.0406798 52.461727 0.056828 13.4958 -9.27343 44.6835 0.091246 36.1254 36.086 0.1183 0.0846 0.075 0.635 0 -0.074 0.038 0.013 -0.001 0.024 0.734 2
17791 17791 1 120 82N 1 0.27749 0.005 0.27716 0.005 -98.8222 0 9.385 0.168 9.2238 8.763 4.9013 54366.734 0.589 0.2512 0.7225 -0.182679 0.0656471 21.4793 0.0870721 4.59514E-05 3.68513E-06 0.0140803 -1.94849E-06 -9.72663E-08 55 40.8932 0.9216 332.373291 0.737893 7.7606 -8.19121 44.111 0.040506 41.1848 40.7578 0.194 0.2498 0.462 2.379 0 0.312 0.007 -0.045 -0.189 -0.105 0.506 2
17809 17809 1 120 82N+82S 1 0.28746 3E-05 0.28712 3E-05 -99.7593 0 9.84 0.117 15.0374 13.5184 10.0738 54370.141 0.469 1.7477 0.5808 0.0249158 0.0468368 21.1905 0.0664125 5.99506E-05 3.66707E-06 0.00653819 -1.64805E-06 -9.1526E-08 56 50.2594 0.691 6.364582 -0.839571 12.4283 -9.18865 41.1913 0.018662 40.6438 40.8457 0.1494 0.18 -0.2 -1.34 0 0.032 0.009 0.052 0.817 0.04 0.504 2
17811 17811 1 120 82N 1 0.19867 0.005 0.19845 0.005 -65.659 0 5 10 28.5538 24.6466 15.0322 54355.32 0.275 1.0601 0.3056 -0.106154 0.0331035 20.2264 0.0431784 0.000145693 5.79405E-06 1.01584E-05 -7.39555E-07 -1.24336E-07 38 28.7217 0.8616 12.878674 -0.947399 13.3496 -7.49349 42.4609 0.038184 39.9576 39.9374 0.1312 0.1331 0.002 0.016 0 0.13 0.002 -0.021 0.086 -0.037 0.581 2
17825 17825 1 120 82N 1 0.15999 0.005 0.16031 0.005 94.1746 0 5 10 45.2224 32.8787 19.0088 54367.016 0.155 -0.14183 0.1621 0.011732 0.0268214 20.1519 0.0346537 0.000156038 4.9803E-06 0.000460098 -2.60707E-07 -9.60857E-08 50 32.0229 0.9775 32.947124 -0.912429 13.798 -9.98264 42.4742 0.024252 39.4355 39.4242 0.1258 0.1107 0.059 0.471 0 -0.045 0.003 0.006 -0.03 0.013 0.654 2
17875 17875 1 120 82N 1 0.21075 0.005 0.21053 0.005 -64.5466 0 10.702 0.11 24.0927 20.8436 11.8768 54362.465 0.125 1.1507 0.3249 -0.0274084 0.0389379 20.7586 0.0426896 8.92391E-05 3.50876E-06 -0.000428159 -4.27498E-07 -8.03493E-08 48 40.5046 0.7703 20.983381 1.254994 13.2174 -13.298 44.4126 0.024854 40.38 40.081 0.148 0.1528 0.293 1.98 0 0.018 0.002 0.007 0.163 0.004 0.621 2
17884 17884 1 120 82N 1 0.23775 2E-05 0.23753 2E-05 -66.7803 0 10.453 0.083 29.3202 21.6811 12.1414 54369.031 0.275 0.7069 0.2872 -0.121929 0.0369371 20.5948 0.0418703 0.000103771 4.00181E-06 0.0010806 -6.11359E-07 -8.71518E-08 46 30.0241 0.967 27.599838 1.172075 12.9302 -8.61697 43.7974 0.01935 40.3465 40.3761 0.1273 0.1289 -0.024 -0.185 0 0.167 0.003 -0.026 -0.022 -0.053 0.568 2
18030 18030 1 120 82S 1 0.15517 1E-05 0.15499 1E-05 -54.2465 0 9.658 0.041 28.5502 19.723 16.6611 54373.113 0.207 -0.570274 0.253 -0.0468608 0.0342008 20.1288 0.0501169 0.000159395 7.35756E-06 0.00311117 -1.21509E-06 -1.92863E-07 56 62.2245 0.2643 4.932975 -0.400135 14.689 -13.6758 42.4898 0.02537 39.4998 39.3438 0.1146 0.0976 0.15 1.313 0 0.017 0.003 -0.008 -0.035 -0.008 0.612 2
18241 18241 1 120 82S 1 0.09391 0.005 0.0939 0.005 -3.56994 0 9.988 0.091 72.3733 57.1354 31.9146 54372.957 0.157 -1.11905 0.1281 -0.076959 0.0270185 18.9513 0.0517936 0.000471509 2.24927E-05 0.000159727 -6.683E-07 -4.48008E-07 51 38.7614 0.8957 312.387726 -0.761723 12.8211 -14.4371 44.8844 0.067682 38.2982 38.1696 0.1357 0.144 0.048 0.353 0 0.066 0.005 -0.016 -0.013 -0.023 0.564 2
18323 18323 1 120 82N 1 0.15271 1E-05 0.15253 1E-05 -53.9347 0 9.359 0.082 31.9182 30.1403 18.0634 54375.457 0.165 0.2151 0.2252 -0.0334855 0.0285437 19.9872 0.0412881 0.000181599 6.90579E-06 0.00159089 -8.99762E-07 -1.44486E-07 54 51.5383 0.5699 3.428632 0.652155 13.8808 -14.8759 41.3918 0.023736 39.4453 39.3057 0.1107 0.088 0.134 1.211 0 0.003 0.002 -0.003 -0.018 -0.003 0.623 2
18325 18325 1 120 82N 1 0.25722 3E-05 0.25693 3E-05 -88.009 0 11.505 0.138 17.1892 14.6293 10.4773 54378.723 0.442 0.4217 0.3833 -0.0578248 0.0445463 21.0161 0.0539286 7.03964E-05 3.4966E-06 0.00338334 -8.31113E-07 -8.77214E-08 38 34.7558 0.6203 8.905735 0.370035 12.7274 -10.6326 43.3341 0.021328 40.6295 40.5697 0.1426 0.1546 0.063 0.441 0 0.024 0.002 -0.009 -0.055 -0.011 0.568 2
18466 18466 1 120 82N+82S 1 0.21226 0.005 0.21231 0.005 13.4772 0 10.917 0.062 19.0034 15.69 11.8743 54381.43 0.362 -0.128722 0.2531 0.0389106 0.0353274 20.866 0.0562544 8.08316E-05 4.18806E-06 0.000563703 -2.23048E-07 -1.04029E-07 88 70.6124 0.9244 48.418526 0.629998 9.0813 -13.1776 42.8238 0.079034 40.1597 40.1015 0.1312 0.1227 0.052 0.398 0 -0.099 0.004 0.009 -0.066 0.027 0.638 2
18486 18486 1 120 82S 1 0.2454 0.005 0.24583 0.005 128.1603 0 5 10 26.4519 19.3609 12.7269 54390.102 0.289 1.1071 0.2692 -0.103047 0.0357435 20.5245 0.0538455 0.000110712 5.4906E-06 0.000675605 -3.65916E-07 -1.23665E-07 43 29.7661 0.9374 55.180023 1.003079 4.806 -10.9319 27.4723 0.082216 40.2295 40.4607 0.1266 0.1269 -0.225 -1.778 0 0.153 0.003 -0.011 0.158 -0.038 0.572 2
18602 18602 1 120 82S 1 0.13696 2E-05 0.13679 2E-05 -50.0473 0 9.299 0.106 33.9113 25.8281 15.9374 54393.816 0.133 0.9143 0.1877 0.0654483 0.0287297 19.857 0.0498287 0.000204729 9.39582E-06 0.00132969 -5.28976E-07 -2.0395E-07 40 44.2334 0.2975 338.983582 0.609241 7.0381 -12.7825 26.663 0.064414 39.1214 39.0477 0.1123 0.0787 -0.004 -0.037 0 -0.059 0.004 0.017 0.055 0.023 0.696 2
18617 18617 1 120 82S 1 0.32569 6E-05 0.32529 6E-05 -119.961 0 10.076 0.15 9.4235 8.9659 6.3667 54381.375 1.133 -0.153212 0.8979 -0.0327971 0.0589031 21.753 0.0699974 3.57101E-05 2.30223E-06 0.00767826 -1.06549E-06 -4.11218E-08 55 42.1941 0.8973 345.761505 0.849165 10.5534 -14.3763 32.2548 0.036808 41.2595 41.1589 0.1762 0.2535 0.066 0.375 0 -0.105 0.006 -0.023 -0.342 0.008 0.407 2
18697 18697 1 120 82N 1 0.10638 1E-05 0.10643 1E-05 15.857 0 10.524 0.043 90.472 63.8605 41.7459 54384.426 0.2 0.7485 0.1232 0.00307256 0.0204643 18.9641 0.0271738 0.000465962 1.16621E-05 6.33534E-06 -6.16439E-08 -1.87778E-07 55 45.1043 0.827 11.223947 -0.997054 7.2438 -2.76493 44.0978 0.016856 38.454 38.4598 0.1011 0.063 -0.055 -0.548 0 -0.026 0.003 0.004 -0.001 0.008 0.643 2
18721 18721 1 120 82N 1 0.40127 8E-05 0.4008 8E-05 -142.113 0 11.331 0.103 7.8977 7.3417 5.743 54371.355 0.851 0.1987 0.8733 -0.144814 0.064721 21.8499 0.1017 3.26616E-05 3.05808E-06 0.0179932 -2.13627E-06 -4.87663E-08 63 38.1911 0.9943 3.077347 -0.077318 11.4186 -9.31362 44.1151 0.025886 41.6316 41.6896 0.1448 0.2757 -0.078 -0.536 0 0.142 0.016 -0.049 -0.475 -0.072 0.238 2
18749 18749 1 120 82N 1 0.18931 3E-05 0.1891 3E-05 -62.9467 0 11.172 0.078 22.5878 19.3528 12.0278 54385.129 0.652 -1.42348 0.433 0.0611586 0.0325472 20.8076 0.0369736 8.53058E-05 2.905E-06 0.00113946 -2.62883E-07 -6.68751E-08 56 47.7586 0.7754 12.547336 0.675423 6.7388 -3.15941 40.4359 0.016684 39.8402 39.8207 0.132 0.1185 0.001 0.011 0 -0.123 0.008 0.013 -0.118 0.032 0.671 2
18804 18804 1 120 82N 1 0.19726 6E-05 0.19731 6E-05 16.9419 0 10.3 0.074 35.0074 27.1223 18.3677 54392.836 0.181 0.8983 0.2029 -0.0368055 0.0285179 20.1797 0.0350787 0.000152093 4.91394E-06 0.000483622 -2.99678E-07 -1.06891E-07 46 63.3008 0.0460209 25.265629 -0.448449 7.5229 -9.54051 33.7715 0.024682 39.7988 39.9235 0.1113 0.0895 -0.143 -1.283 0 0.015 0.002 0 0.065 -0.001 0.622 2
18809 18809 1 120 82N 1 0.12837 0.005 0.12783 0.005 -159.96 0 11.137 0.072 49.3415 38.7616 25.8243 54383.148 0.276 -1.17421 0.1844 -0.0645902 0.0272481 19.5425 0.0616782 0.000273516 1.55378E-05 0.000161389 2.52365E-08 -3.17191E-07 49 36.4742 0.9236 50.881317 0.666634 8.8782 -1.48431 44.4946 0.097782 38.9186 38.8881 0.1213 0.1167 0.008 0.063 0 0.036 0.004 -0.012 -0.031 -0.014 0.576 2
18835 18835 1 120 82N 1 0.12262 4E-05 0.12291 4E-05 87.2705 0 10.791 0.095 60.3102 38.7638 27.8197 54392.395 0.118 0.7563 0.1123 -8.72893E-05 0.025395 19.3046 0.0613674 0.000340534 1.92475E-05 0.000208427 -1.28914E-07 -3.75505E-07 50 56.5608 0.2434 53.685146 0.355509 8.9241 -9.71706 36.4998 0.1001 38.8041 38.796 0.1014 0.0648 0.015 0.152 0 -0.023 0.002 0.004 0.011 0.008 0.638 2
18855 18855 1 120 82N 1 0.12715 1E-05 0.12687 1E-05 -85.371 0 10.368 0.065 54.2772 47.1941 28.5473 54385.973 0.212 0.2466 0.1462 -0.0159581 0.024684 19.4857 0.054297 0.000288217 1.44135E-05 0.00020531 -9.07866E-08 -2.69191E-07 50 27.3375 0.9962 48.632347 0.269818 8.8874 -3.99342 42.0296 0.084796 38.9565 38.8704 0.1014 0.0665 0.063 0.623 0 -0.015 0.003 0.002 -0.01 0.004 0.629 2
18927 18927 1 120 82S 1 0.21323 0.005 0.21311 0.005 -35.5542 0 11.503 0.005 17.468 13.0317 10.4698 54386.828 0.402 -0.590351 0.3878 0.1169 0.0403073 21.0003 0.0560763 7.14324E-05 3.68935E-06 0.00182079 -5.00549E-07 -1.00647E-07 42 40.6086 0.5321 46.682472 -0.754019 4.9327 -8.54291 30.8735 0.061318 40.029 40.1106 0.1462 0.1458 -0.088 -0.599 0 -0.194 0.011 0.026 -0.117 0.055 0.644 2
18940 18940 1 120 82N+82S 1 0.21099 4E-05 0.21075 4E-05 -71.3911 0 10.226 0.077 22.5923 17.7605 10.5868 54396.734 0.207 -0.844153 0.2592 -0.0323887 0.0374311 20.7145 0.042551 9.29356E-05 3.64224E-06 0.00201505 -4.73257E-07 -9.46554E-08 37 34.9056 0.5676 10.348955 0.411951 8.1904 -12.6786 30.1355 0.01591 40.0842 40.0835 0.1266 0.1183 -0.005 -0.042 0 -0.024 0.003 -0.008 -0.122 -0.001 0.618 2
18945 18945 1 120 82N 1 0.26856 0.005 0.26826 0.005 -90.8478 0 5 10 14.4204 13.1872 8.0765 54390.402 0.448 0.2002 0.5121 -0.04418 0.0432678 21.3332 0.0470679 5.25684E-05 2.2789E-06 0.00334064 -6.57584E-07 -4.98716E-08 36 23.9814 0.9374 10.078404 -1.037373 8.6491 -7.11737 33.7506 0.019178 40.8448 40.6766 0.1498 0.171 0.203 1.353 0 -0.013 0.003 -0.01 -0.116 -0.004 0.545 2
